electricity_electric_vehicle,month,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
38.36971976333532,3th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
41.98035697421853,4th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
51.19287240642449,5th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
43.91872041782276,6th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
50.51417753108729,7th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
48.61590889231935,8th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
61.26765285996056,9th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
43.05360995850622,10th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
21.1114388966738,11th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
30.560434116905338,12th,PT.02,3,PA.03,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1,1.0,1.0
18.967703189643668,12th,PT.01,3,PA.01,OWN.01,2,OT.02,other,other,electric,other,electric,SOL.02,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0
28.340545369302696,12th,PT.01,3,PA.02,OWN.01,2,OT.02,other,other,electric,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0
31.171416325556105,12th,PT.01,3,PA.02,OWN.01,2,OT.02,other,other,electric,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0
30.397387315516553,12th,PT.01,3,PA.02,OWN.01,2,OT.02,other,other,electric,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0
